amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
5E+3,other,19/01278/FU4-da,19/01278/FU4-S2.,,2020-10-19,local-authority-eng:SND,2019-12-10,,/developer-agreement-contribution/local-authority-eng/SND/19-01278-FU4-S2-
5E+2,monitoring-fees,19/01278/FU4-da,19/01278/FU4-MON,,2020-06-03,local-authority-eng:SND,2019-12-10,,/developer-agreement-contribution/local-authority-eng/SND/19-01278-FU4-MON
1.18E+5,education,06/02209/FUL-da,06/02209/FUL-S2.2.1.1,,2020-05-13,local-authority-eng:SND,2010-04-22,,/developer-agreement-contribution/local-authority-eng/SND/06-02209-FUL-S2-2-1-1
1.18E+5,education,06/02209/FUL-da,06/02209/FUL-S2.2.1.2,,2020-05-13,local-authority-eng:SND,2010-04-22,,/developer-agreement-contribution/local-authority-eng/SND/06-02209-FUL-S2-2-1-2
118722,education,06/02209/FUL-da,06/02209/FUL-S2.2.1.3,,2020-05-13,local-authority-eng:SND,2010-04-22,,/developer-agreement-contribution/local-authority-eng/SND/06-02209-FUL-S2-2-1-3
7.5E+4,open-space-and-leisure,06/02209/FUL-da,06/02209/FUL-S2.3.1.1,,2020-05-13,local-authority-eng:SND,2010-04-22,,/developer-agreement-contribution/local-authority-eng/SND/06-02209-FUL-S2-3-1-1
7.5E+4,open-space-and-leisure,06/02209/FUL-da,06/02209/FUL-S2.3.1.2,,2020-05-13,local-authority-eng:SND,2010-04-22,,/developer-agreement-contribution/local-authority-eng/SND/06-02209-FUL-S2-3-1-2
76027,open-space-and-leisure,06/02209/FUL-da,06/02209/FUL-S2.3.1.3,,2020-05-13,local-authority-eng:SND,2010-04-22,,/developer-agreement-contribution/local-authority-eng/SND/06-02209-FUL-S2-3-1-3
,open-space-and-leisure,06/02209/FUL-da,06/02209/FUL-S2.4.1,,2020-05-13,local-authority-eng:SND,2010-04-22,1,/developer-agreement-contribution/local-authority-eng/SND/06-02209-FUL-S2-4-1
52206,open-space-and-leisure,06/02209/FUL-da,06/02209/FUL-S2.4.2,,2020-05-13,local-authority-eng:SND,2010-04-22,,/developer-agreement-contribution/local-authority-eng/SND/06-02209-FUL-S2-4-2
,open-space-and-leisure,06/02209/FUL-da,06/02209/FUL-S2.5.1,,2020-05-13,local-authority-eng:SND,2010-04-22,1,/developer-agreement-contribution/local-authority-eng/SND/06-02209-FUL-S2-5-1
