amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
,,,,,2021-02-12,local-authority-eng:HRT,,,
